Team,PPG,PPGA,ScoringMargin,OffensiveEff,DefensiveEff,FloorP,FloorPA,PTWO,PTWOA,PTHREE,PTHREEA,PFT,PFTA,TWOPP,TWOPPA,THREEPP,THREEPPA,FTR,FTRA,ORB,ORBA,DRB,DRBA,BlockP,BlockPA,StealP,StealPA,AssistR,AssistRA,FoulR,FoulRA,ESCPG,EPR,EPRA,TOVR,TOVRA,WinP
VCU,76.2,63.0,13.1,1.115,0.923,50.7,44.1,43.9,49.2,37.8,28.1,18.3,22.7,53.9,44.1,33.8,30.7,0.315,0.366,36.1,27.3,72.7,63.9,9.9,4.1,12.0,9.6,0.218,0.144,26.4,24.8,5.4,1.007,0.928,14.0,17.7,0.794
Kansas,76.1,69.6,6.5,1.061,0.97,49.5,45.0,56.5,48.7,29.3,33.1,14.1,18.2,53.0,46.3,35.4,30.8,0.244,0.281,28.0,25.5,74.5,72.0,7.7,6.0,8.7,10.5,0.247,0.18,19.9,20.1,-0.9,0.959,0.971,14.7,13.5,0.618
UMass Lowell,76.1,76.1,0.0,1.07,1.07,50.4,49.9,55.2,54.7,26.5,30.7,18.3,14.5,56.3,50.5,34.2,35.6,0.316,0.252,24.8,29.3,70.7,75.2,6.6,6.2,8.1,10.5,0.204,0.18,19.6,24.3,-5.0,0.922,0.992,16.1,12.7,0.483
Tennessee St,76.1,75.4,0.7,1.022,1.013,49.6,48.5,53.3,49.4,25.1,28.9,21.6,21.6,52.5,48.1,32.6,33.4,0.414,0.393,32.8,28.5,71.5,67.2,6.1,5.6,9.5,10.8,0.169,0.167,26.1,26.0,-2.1,0.935,0.963,18.1,15.0,0.467
Clemson,76.1,65.8,10.3,1.119,0.968,51.3,45.3,49.7,52.5,33.4,31.1,16.9,16.4,52.2,49.5,36.9,31.9,0.283,0.278,32.0,28.6,71.4,68.0,6.2,5.1,10.9,9.1,0.209,0.155,22.4,23.9,3.4,0.988,0.938,13.6,17.3,0.794
S Carolina St,76.0,71.5,4.4,1.035,0.975,50.0,47.7,51.1,51.4,26.1,23.9,22.9,24.7,50.2,51.8,34.7,31.1,0.429,0.47,33.5,29.3,70.7,66.5,6.6,5.5,12.3,10.0,0.202,0.183,29.3,27.1,3.8,0.947,0.896,16.9,19.8,0.567
UC Irvine,75.9,66.8,9.1,1.055,0.929,49.3,42.4,49.8,49.8,28.3,35.7,22.0,14.6,51.1,43.0,35.5,34.5,0.361,0.219,26.0,24.5,75.5,74.0,5.7,4.5,9.2,9.0,0.219,0.19,21.5,25.6,-1.1,0.931,0.946,16.0,15.6,0.824
Pittsburgh,75.9,70.8,5.0,1.098,1.025,50.7,47.5,46.9,46.9,32.7,34.1,20.4,18.9,52.4,50.4,34.6,34.7,0.342,0.328,27.2,26.4,73.6,72.8,7.3,4.6,10.5,7.9,0.194,0.188,23.8,25.6,2.8,0.977,0.937,12.9,16.0,0.531
Bradley,75.8,69.4,6.4,1.108,1.015,50.5,47.2,45.7,44.6,36.3,34.1,17.9,21.4,54.3,47.0,39.6,32.3,0.329,0.355,24.2,27.0,73.0,75.8,6.7,4.3,9.0,10.2,0.206,0.175,24.6,25.4,-2.9,0.934,0.977,15.2,13.7,0.765
Oregon St,75.7,69.1,6.6,1.132,1.033,53.2,47.8,49.9,47.2,28.1,34.2,21.9,18.6,54.5,50.4,36.5,34.7,0.389,0.323,29.7,25.7,74.3,70.3,5.0,4.8,9.3,8.7,0.215,0.207,24.1,27.5,0.1,0.955,0.954,14.5,14.6,0.613
Queens,75.7,75.9,-0.2,1.054,1.057,48.7,49.5,45.9,50.7,35.9,31.4,18.2,17.9,52.6,51.4,34.6,34.8,0.337,0.321,29.9,26.7,73.3,70.1,8.6,5.8,8.4,11.1,0.22,0.175,24.0,23.5,-0.2,0.96,0.963,15.5,14.0,0.548
Creighton,75.6,69.7,5.9,1.087,1.002,49.3,45.9,46.6,56.1,37.6,32.6,15.8,11.3,60.7,46.1,34.2,32.5,0.287,0.167,25.3,25.2,74.8,74.7,7.0,5.5,5.3,11.5,0.246,0.168,15.7,22.8,-6.1,0.931,1.018,15.9,10.1,0.714
Manhattan,75.6,74.6,1.0,1.074,1.06,49.3,48.6,46.6,49.8,34.4,34.4,19.0,15.7,50.3,51.8,34.2,32.5,0.309,0.259,30.6,31.1,68.9,69.4,4.0,6.6,9.0,10.2,0.213,0.227,20.2,23.7,-1.7,0.976,0.999,14.5,12.9,0.552
California,75.6,76.8,-1.2,1.053,1.069,50.0,50.4,48.1,53.0,28.6,28.4,23.3,18.6,48.2,51.3,31.5,37.6,0.389,0.328,32.2,26.7,73.3,67.8,6.3,6.4,8.8,9.3,0.146,0.165,23.0,26.8,3.0,0.995,0.954,14.0,14.2,0.424
Howard,75.6,80.7,-5.1,1.038,1.109,48.3,53.0,48.3,51.9,31.5,25.0,20.2,23.2,52.6,53.1,36.6,33.8,0.357,0.409,27.8,32.6,67.4,72.2,4.9,5.1,7.8,10.1,0.205,0.173,26.3,25.0,-5.3,0.903,0.975,18.7,14.2,0.357
Dayton,75.5,70.8,4.7,1.099,1.031,51.1,47.7,46.2,48.3,32.7,33.2,21.2,18.5,52.4,52.1,35.9,32.5,0.378,0.309,27.2,26.8,73.2,72.8,6.0,6.2,10.4,8.8,0.221,0.184,23.2,26.4,1.4,0.967,0.947,13.5,15.5,0.688
Baylor,75.5,69.7,5.8,1.108,1.023,51.3,47.5,48.7,46.8,32.9,34.7,18.4,18.5,51.4,50.3,34.4,35.3,0.31,0.333,33.8,29.6,70.4,66.2,4.9,6.4,11.0,8.5,0.209,0.213,24.1,24.8,3.7,1.001,0.947,13.6,16.3,0.576
